url,website,ashx,"zip, xls",gdb,dxf,ogc wfs,xlxs,xlsx,jpeg 2000,xlsb,pdf,docx,zip,.xlsx,sps,html,svg,bin,dwg,geotiff,asp,kml,mif,xls,json,tab,extended tab,wfs,esri rest,tiff,api,arcgis geoservices rest api,wms,ecw,doc,rss,csv,geojson,json/protobuf,data tool,xslx,shp,jpeg,xml,video,png,eligible_url,file_downloaded,json_created
https://discover.data.vic.gov.au/dataset/sewerage-network-basins,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,True,True,True
https://discover.data.vic.gov.au/dataset/water-supply-pumpset-assets,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,True,True,True
https://discover.data.vic.gov.au/dataset/melbourne-water-land-availability-for-our-space-your-place,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,True,False,False
https://discover.data.vic.gov.au/dataset/community-perceptions-of-water-in-melbourne-in-2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False
https://discover.data.vic.gov.au/dataset/public-land-management-plm25-generalised,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,False,False,False
https://discover.data.vic.gov.au/dataset/epa-victoria-priority-sites-register-psr-location-points,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,False,False,False
https://discover.data.vic.gov.au/dataset/restricted-and-unavailable-crown-land-for-petroleum-operations,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,False,False,False
https://discover.data.vic.gov.au/dataset/epa-victoria-groundwater-quality-restriction-use-zones-gqruz-location-polygons,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,False,False,False
https://discover.data.vic.gov.au/dataset/epa-victoria-priority-sites-register-psr-location-polygons,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,False,False,False
https://discover.data.vic.gov.au/dataset/relinquished-mineral-exploration-licence-areas,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,False,False,False
https://discover.data.vic.gov.au/dataset/parks-and-conservation-reserves-parkres,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,False,False,False
