url,fileTypes
https://discover.data.vic.gov.au/dataset/vicmap-land-administration-themes-parcel-to-property-join-temporal-table,gdb; shp; mif; tab; extended tab
https://discover.data.vic.gov.au/dataset/vicmap-land-administration-themes-propery-to-parcel-join-temporal-table,gdb; shp; mif; tab; extended tab
https://discover.data.vic.gov.au/dataset/vicmap-admin-locality-polygon-aligned-to-property,dwg; dxf; gdb; shp; mif; tab; extended tab; wms; wfs
https://discover.data.vic.gov.au/dataset/vicmap-property-parcel-polygon-associated-display-view-polygon-table,gdb; shp; mif; tab; extended tab
https://discover.data.vic.gov.au/dataset/vicmap-features-building-point,dwg; dxf; gdb; shp; mif; tab; extended tab; wms; wfs
https://discover.data.vic.gov.au/dataset/vicmap-transport-road-infrastructure-point,dwg; dxf; gdb; shp; mif; tab; extended tab; wms; wfs
https://discover.data.vic.gov.au/dataset/vicmap-transport-road-line,dwg; dxf; gdb; shp; mif; tab; extended tab; wms; wfs
https://discover.data.vic.gov.au/dataset/vicmap-features-of-interest,dwg; dxf; gdb; shp; mif; tab; extended tab
https://discover.data.vic.gov.au/dataset/vicmap-transport-road-locality-table,gdb; shp; mif; tab; extended tab
https://discover.data.vic.gov.au/dataset/vicmap-transport-road-infrastructure-and-paper-road-infrastructure-point,dwg; dxf; gdb; shp; mif; tab; extended tab
https://discover.data.vic.gov.au/dataset/vicmap-features-geomark-line,dwg; dxf; gdb; shp; mif; tab; extended tab; wms; wfs
https://discover.data.vic.gov.au/dataset/vicmap-features-features-of-interest-index-foi-centroid,dwg; dxf; gdb; shp; mif; tab; extended tab; wms; wfs
https://discover.data.vic.gov.au/dataset/vicmap-admin,dwg; dxf; gdb; shp; mif; tab; extended tab
https://discover.data.vic.gov.au/dataset/catchment-management-authority-boundaries,dwg; dxf; gdb; shp; mif; tab; extended tab; wms; wfs
https://discover.data.vic.gov.au/dataset/vicmap-land-administration-themes-cadastral-area-boundary-line,dwg; dxf; gdb; shp; mif; tab; extended tab
https://discover.data.vic.gov.au/dataset/vicmap-property-cadastral-area-boundary-line,dwg; dxf; gdb; shp; mif; tab; extended tab; wms; wfs
https://discover.data.vic.gov.au/dataset/vicmap-property-property-polygon,dwg; dxf; gdb; shp; mif; tab; extended tab; wms; wfs
https://discover.data.vic.gov.au/dataset/vicmap-land-admininstration-themes-cadastral-point,dwg; dxf; gdb; shp; mif; tab; extended tab
https://discover.data.vic.gov.au/dataset/vicmap-land-administration-themes-crown-land-tenure-and-parcel-join-table,gdb; shp; mif; tab; extended tab
https://discover.data.vic.gov.au/dataset/vicmap-land-administration-themes-parcel-table,gdb; shp; mif; tab; extended tab
https://discover.data.vic.gov.au/dataset/vicmap-land-administration-themes-crown-land-management-tenure-polygon,dwg; dxf; gdb; shp; mif; tab; extended tab
https://discover.data.vic.gov.au/dataset/vicmap-land-administration-themes-parcel-polygon,dwg; dxf; gdb; shp; mif; tab; extended tab
https://discover.data.vic.gov.au/dataset/vicmap-land-administration-themes-crown-land-tenure-and-cadastral-area-boundary-join-table,gdb; shp; mif; tab; extended tab
https://discover.data.vic.gov.au/dataset/vicmap-property-property-polygon-to-cadastral-area-boundary-join-table,gdb; shp; mif; tab; extended tab
https://discover.data.vic.gov.au/dataset/vicmap-features-building-polygon,dwg; dxf; gdb; shp; mif; tab; extended tab; wms; wfs
https://discover.data.vic.gov.au/dataset/geomark,dwg; dxf; gdb; shp; mif; tab; extended tab
https://discover.data.vic.gov.au/dataset/vicmap-property-parcel-polygon-to-cadastral-area-boundary-join-table,gdb; shp; mif; tab; extended tab
